Vendor,PurchaseOrder,Item,Description,Quantity,CancelQuantity,QuantityDemandedFinal,EnteredReceivedQuantity,EarlyDeliveryDate,ReceivedDate,DeliveryTime,RemainingQuantity,PercentOfQuantityReceived,ReturnQuantity,PercentOfQuantityReturned
1,1422,1,GLOVES EXAM LG PF,10.0,0.0,10.0,10,2018-04-18,2018-04-18,0,0.0,1.0,1.0,0.1
1,1423,1,GLOVES EXAM LG PF,10.0,0.0,10.0,10,2018-04-18,2018-04-18,0,0.0,1.0,0.0,0.0
1,1427,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-19,2018-04-19,0,0.0,1.0,0.0,0.0
1,1429,1,GLOVES EXAM LG PF,10.0,2.0,8.0,8,2018-04-18,2018-04-19,-1,0.0,1.0,0.0,0.0
1,1430,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-19,2018-04-19,0,0.0,1.0,0.0,0.0
2,1145,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Size Paper, 20",2.0,0.0,2.0,1,2018-01-10,2018-04-20,-100,-1.0,0.5,1.0,1.0
2,1145,790761,"Pilot(R) G-2(R) Retractable Gel Pens, Fine Point, 0.7 mm, Cl",1.0,0.0,1.0,1,2018-01-05,2018-04-19,-104,0.0,1.0,0.0,0.0
1,1434,100,GLOVES EXAM MED PF,60.0,0.0,60.0,57,2018-04-23,2018-04-20,3,-3.0,0.95,0.0,0.0
8,1440,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-04-25,2018-04-20,5,0.0,1.0,0.0,0.0
4,1443,3-765-GROUP-DENTAL,2018 Group Dental Plans,10.0,0.0,10.0,10,2018-04-20,2018-04-20,0,0.0,1.0,0.0,0.0
4,1444,3-16-NURSE ADVICE LINE,Nurse Advice Line,10.0,0.0,10.0,10,2018-04-20,2018-04-20,0,0.0,1.0,0.0,0.0
4,1445,3-16-NURSE ADVICE LINE,Nurse Advice Line,10.0,0.0,10.0,10,2018-04-20,2018-04-20,0,0.0,1.0,0.0,0.0
4,1431,3-16-NURSE ADVICE LINE,Nurse Advice Line,10.0,0.0,10.0,10,2018-04-25,2018-04-20,5,0.0,1.0,0.0,0.0
2,1441,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Paper Size, 20",4.0,0.0,4.0,4,2018-04-20,2018-04-20,0,0.0,1.0,0.0,0.0
1,1447,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-24,2018-04-24,0,0.0,1.0,0.0,0.0
8,1448,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-04-26,2018-04-24,2,0.0,1.0,0.0,0.0
1,1453,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-25,2018-04-25,0,0.0,1.0,0.0,0.0
8,1455,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-04-27,2018-04-25,2,0.0,1.0,0.0,0.0
8,1456,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-05-01,2018-04-26,5,0.0,1.0,0.0,0.0
8,1457,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-05-02,2018-04-27,5,0.0,1.0,0.0,0.0
2,1469,OFFICE DESK,OFFICE DESK,1.0,0.0,1.0,1,2018-05-08,2018-05-01,7,0.0,1.0,0.0,0.0
2,1469,OFFICE CHAIR,OFFICE CHAIR,1.0,0.0,1.0,1,2018-05-08,2018-05-01,7,0.0,1.0,0.0,0.0
2,1469,FILE CABINET,FILE CABINET,1.0,0.0,1.0,1,2018-05-08,2018-05-01,7,0.0,1.0,0.0,0.0
8,1470,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-05-09,2018-05-02,7,0.0,1.0,0.0,0.0
8,1475,25,STEM HIP FITMORE  A SIZE 2,1.0,0.0,1.0,1,2018-05-03,2018-05-03,0,0.0,1.0,0.0,0.0
1,1485,100,GLOVES EXAM MED PF,1.0,0.0,1.0,1,2018-05-08,2018-05-08,0,0.0,1.0,0.0,0.0
8,1486,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-05-15,2018-05-08,7,0.0,1.0,0.0,0.0
2,1487,OFFICE DESK,OFFICE DESK,1.0,0.0,1.0,1,2018-05-15,2018-05-08,7,0.0,1.0,0.0,0.0
2,1487,OFFICE CHAIR,OFFICE CHAIR,1.0,0.0,1.0,1,2018-05-15,2018-05-08,7,0.0,1.0,0.0,0.0
2,1487,FILE CABINET,FILE CABINET,1.0,0.0,1.0,1,2018-05-15,2018-05-08,7,0.0,1.0,0.0,0.0
2,1488,OFFICE DESK,OFFICE DESK,1.0,0.0,1.0,1,2018-05-15,2018-05-09,6,0.0,1.0,0.0,0.0
2,1488,OFFICE CHAIR,OFFICE CHAIR,1.0,0.0,1.0,1,2018-05-15,2018-05-09,6,0.0,1.0,0.0,0.0
2,1488,FILE CABINET,FILE CABINET,1.0,0.0,1.0,1,2018-05-15,2018-05-09,6,0.0,1.0,0.0,0.0
8,1489,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-05-16,2018-05-09,7,0.0,1.0,0.0,0.0
8,1492,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-05-14,2018-05-09,5,0.0,1.0,0.0,0.0
8,1492,32,STEM HIP FITMORE  A SIZE 8,1.0,0.0,1.0,1,2018-05-14,2018-05-09,5,0.0,1.0,0.0,0.0
5,1496,ENDOSCOPIC MONITOR,CD Horizon Legacy 5.5,1.0,0.0,1.0,1,2018-05-09,2018-05-09,0,0.0,1.0,0.0,0.0
1,1497,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-05-10,2018-05-10,0,0.0,1.0,0.0,0.0
1003,1504,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-05-11,2018-05-11,0,0.0,1.0,0.0,0.0
8,1505,29,STEM HIP FITMORE  A SIZE 6,5.0,0.0,5.0,5,2018-05-11,2018-05-11,0,0.0,1.0,0.0,0.0
1003,1513,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-05-14,2018-05-14,0,0.0,1.0,0.0,0.0
1003,2238,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-05-21,2018-05-21,0,0.0,1.0,0.0,0.0
1003,2240,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-05-21,2018-05-21,0,0.0,1.0,0.0,0.0
1003,2241,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-05-22,2018-05-22,0,0.0,1.0,0.0,0.0
1003,2242,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-05-22,2018-05-22,0,0.0,1.0,0.0,0.0
3,2257,10001,USB Cable,300.0,0.0,300.0,100,2018-05-01,2018-05-26,-25,-200.0,0.3333333333333333,0.0,0.0
3,2258,MARKETING,Marketing,3.0,0.0,3.0,3,2018-05-29,2018-05-29,0,0.0,1.0,0.0,0.0
2,2259,493876,Realspace(R) MFTC 200 Multifunction Ergonomic Super Task Cha,1.0,0.0,1.0,1,2018-05-30,2018-05-30,0,0.0,1.0,0.0,0.0
2,2260,493876,Realspace(R) MFTC 200 Multifunction Ergonomic Super Task Cha,1.0,0.0,1.0,1,2018-05-30,2018-05-30,0,0.0,1.0,0.0,0.0
2,2262,304574,Serta(R) Smart Layers(TM) Jennings Super Task Big and Tall C,1.0,0.0,1.0,1,2018-05-31,2018-05-31,0,0.0,1.0,0.0,0.0
8,2270,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-11,2018-06-04,7,0.0,1.0,0.0,0.0
5,2271,ENDOSCOPIC MONITOR,CD Horizon Legacy 5.5,1.0,0.0,1.0,1,2018-06-05,2018-06-04,1,0.0,1.0,0.0,0.0
1003,2236,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-05-18,2018-06-04,-17,0.0,1.0,0.0,0.0
1,2269,10004,Syringe Luer-Lok 60ML,1.0,0.0,1.0,1,2018-06-04,2018-06-04,0,0.0,1.0,0.0,0.0
8,2276,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-05,2018-06-05,0,0.0,1.0,0.0,0.0
1,2267,100,GLOVES EXAM MED PF,1.0,0.0,1.0,1,2018-06-04,2018-06-05,-1,0.0,1.0,0.0,0.0
8,2277,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-12,2018-06-05,7,0.0,1.0,0.0,0.0
1003,2281,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-06-06,2018-06-06,0,0.0,1.0,0.0,0.0
8,2288,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-13,2018-06-06,7,0.0,1.0,0.0,0.0
2,2297,893516,"HP All-In-One PC, 21.5 Screen, AMD A6, 4GB Memory, 1TB Hard",1.0,0.0,1.0,1,2018-06-15,2018-06-08,7,0.0,1.0,1.0,1.0
2,2297,664011,"BIC(R) Round Stic Ballpoint Pens, Medium Point, 1.0 mm, Tran",5.0,0.0,5.0,3,2018-06-15,2018-06-08,7,-2.0,0.6,1.0,0.3333333333333333
3,2302,16,XPS 15,1.0,0.0,1.0,1,2018-06-29,2018-06-08,21,0.0,1.0,0.0,0.0
1045,2304,FLOORING,Moisture Barricadem Polyethylene,1.0,0.0,1.0,1,2016-02-01,2018-06-10,-860,0.0,1.0,0.0,0.0
8,2305,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,10,2018-06-15,2018-06-11,4,0.0,1.0,0.0,0.0
1,2306,100,GLOVES EXAM MED PF,1.0,0.0,1.0,1,2018-06-11,2018-06-11,0,0.0,1.0,0.0,0.0
1,2306,13,"SYRINGE/NDL, INSULIN 1CC 25GX5/8""",1.0,0.0,1.0,1,2018-06-11,2018-06-11,0,0.0,1.0,0.0,0.0
1,2307,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-06-11,2018-06-11,0,0.0,1.0,0.0,0.0
1,2307,16,XPS 15,1.0,0.0,1.0,1,2018-06-11,2018-06-11,0,0.0,1.0,0.0,0.0
5,2315,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2018-06-13,2018-06-12,1,0.0,1.0,0.0,0.0
1,2317,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2018-06-19,2018-06-12,7,0.0,1.0,0.0,0.0
2,2321,OFFICE DESK,Office Desk,10.0,0.0,10.0,10,2018-06-19,2018-06-12,7,0.0,1.0,0.0,0.0
2,2321,OFFICE CHAIR,Office Chair,10.0,0.0,10.0,10,2018-06-19,2018-06-12,7,0.0,1.0,0.0,0.0
2,2322,OFFICE DESK,Office Desk,10.0,0.0,10.0,10,2018-06-18,2018-06-12,6,0.0,1.0,0.0,0.0
2,2322,OFFICE CHAIR,Office Chair,10.0,0.0,10.0,10,2018-06-18,2018-06-12,6,0.0,1.0,0.0,0.0
2,2323,OFFICE DESK,Office Desk,10.0,0.0,10.0,10,2018-06-27,2018-06-12,15,0.0,1.0,0.0,0.0
2,2323,OFFICE CHAIR,Office Chair,10.0,0.0,10.0,10,2018-06-27,2018-06-12,15,0.0,1.0,0.0,0.0
8,2324,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-12,2018-06-12,0,0.0,1.0,0.0,0.0
1,2326,100,GLOVES EXAM MED PF,10.0,0.0,10.0,10,2018-06-18,2018-06-13,5,0.0,1.0,0.0,0.0
1,2326,2,TAPE TRANSPORE SURG 1X10 YDS,10.0,0.0,10.0,10,2018-06-18,2018-06-13,5,0.0,1.0,0.0,0.0
1,2326,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2018-06-18,2018-06-13,5,0.0,1.0,0.0,0.0
1,2328,100,GLOVES EXAM MED PF,10.0,0.0,10.0,10,2018-06-20,2018-06-13,7,0.0,1.0,0.0,0.0
1,2328,2,TAPE TRANSPORE SURG 1X10 YDS,10.0,0.0,10.0,10,2018-06-20,2018-06-13,7,0.0,1.0,0.0,0.0
1,2329,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-06-13,2018-06-13,0,0.0,1.0,0.0,0.0
1,2329,16,XPS 15,1.0,0.0,1.0,1,2018-06-13,2018-06-13,0,0.0,1.0,0.0,0.0
1,2330,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-06-13,2018-06-13,0,0.0,1.0,0.0,0.0
1,2330,16,XPS 15,1.0,0.0,1.0,1,2018-06-13,2018-06-13,0,0.0,1.0,0.0,0.0
1046,2331,ROUTER,Router,10.0,0.0,10.0,10,2018-06-15,2018-06-13,2,0.0,1.0,0.0,0.0
8,2325,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-20,2018-06-13,7,0.0,1.0,0.0,0.0
8,2325,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-20,2018-06-13,7,0.0,1.0,0.0,0.0
8,2261,31,STEM HIP FITMORE  A SIZE 7,1.0,0.0,1.0,1,2018-05-31,2018-06-13,-13,0.0,1.0,0.0,0.0
8,2264,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-04,2018-06-13,-9,0.0,1.0,0.0,0.0
1,2273,100,GLOVES EXAM MED PF,1.0,0.0,1.0,1,2018-06-05,2018-06-13,-8,0.0,1.0,0.0,0.0
1,2274,100,GLOVES EXAM MED PF,2.0,0.0,2.0,1,2018-06-05,2018-06-13,-8,-1.0,0.5,0.0,0.0
1,2275,100,GLOVES EXAM MED PF,3.0,0.0,3.0,3,2018-06-05,2018-06-13,-8,0.0,1.0,0.0,0.0
1,2286,100,GLOVES EXAM MED PF,4.0,0.0,4.0,4,2018-06-06,2018-06-13,-7,0.0,1.0,0.0,0.0
8,2290,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-07,2018-06-13,-6,0.0,1.0,0.0,0.0
8,2291,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-07,2018-06-13,-6,0.0,1.0,0.0,0.0
1,2332,100,GLOVES EXAM MED PF,5.0,0.0,5.0,5,2018-06-13,2018-06-13,0,0.0,1.0,0.0,0.0
8,2333,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-20,2018-06-13,7,0.0,1.0,0.0,0.0
1,2344,16,XPS 15,1.0,0.0,1.0,1,2018-06-13,2018-06-13,0,0.0,1.0,0.0,0.0
1,2345,16,XPS 15,1.0,0.0,1.0,1,2018-06-13,2018-06-13,0,0.0,1.0,0.0,0.0
1,2347,100,GLOVES EXAM MED PF,10.0,0.0,10.0,10,2018-06-19,2018-06-14,5,0.0,1.0,0.0,0.0
1,2347,2,TAPE TRANSPORE SURG 1X10 YDS,10.0,0.0,10.0,10,2018-06-19,2018-06-14,5,0.0,1.0,0.0,0.0
1,2348,16,XPS 15,1.0,0.0,1.0,1,2018-06-14,2018-06-14,0,0.0,1.0,0.0,0.0
1,2349,16,XPS 15,1.0,0.0,1.0,1,2018-06-14,2018-06-14,0,0.0,1.0,0.0,0.0
1,2350,100,GLOVES EXAM MED PF,10.0,0.0,10.0,10,2018-06-19,2018-06-14,5,0.0,1.0,0.0,0.0
5,2362,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2018-06-17,2018-06-14,3,0.0,1.0,0.0,0.0
8,2367,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-28,2018-06-14,14,0.0,1.0,0.0,0.0
2,2355,893516,"HP All-In-One PC, 21.5 Screen, AMD A6, 4GB Memory, 1TB Hard",1.0,0.0,1.0,1,2018-06-14,2018-06-14,0,0.0,1.0,0.0,0.0
2,2355,664011,"BIC(R) Round Stic Ballpoint Pens, Medium Point, 1.0 mm, Tran",5.0,0.0,5.0,3,2018-06-14,2018-06-14,0,-2.0,0.6,0.0,0.0
3,2357,16,XPS 15,1.0,0.0,1.0,1,2018-06-14,2018-06-14,0,0.0,1.0,0.0,0.0
8,2368,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-27,2018-06-14,13,0.0,1.0,1.0,1.0
1003,2371,70,24x24x2 Filter,2.0,0.0,2.0,2,2018-06-15,2018-06-15,0,0.0,1.0,0.0,0.0
1,2372,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-06-18,2018-06-18,0,0.0,1.0,0.0,0.0
1,2373,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-06-18,2018-06-18,0,0.0,1.0,0.0,0.0
1,2374,21,URINE AND STOOL COLLECTION PAN,100.0,0.0,100.0,90,2018-06-18,2018-06-18,0,-10.0,0.9,0.0,0.0
1,2376,16,XPS 15,3.0,0.0,3.0,3,2018-06-18,2018-06-18,0,0.0,1.0,0.0,0.0
1,2376,23,"Glove, Surgical",50.0,0.0,50.0,50,2018-06-18,2018-06-18,0,0.0,1.0,0.0,0.0
1,2380,EXAM TABLES,Exam Tables,3.0,0.0,3.0,3,2018-06-18,2018-06-18,0,0.0,1.0,0.0,0.0
1,2387,100,GLOVES EXAM MED PF,1.0,0.0,1.0,1,2018-06-27,2018-06-18,9,0.0,1.0,0.0,0.0
1003,2390,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-06-19,2018-06-19,0,0.0,1.0,0.0,0.0
1,2395,2,TAPE TRANSPORE SURG 1X10 YDS,10.0,0.0,10.0,10,2018-06-19,2018-06-19,0,0.0,1.0,0.0,0.0
1,2395,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2018-06-19,2018-06-19,0,0.0,1.0,0.0,0.0
1036,2396,100,GLOVES EXAM MED PF,10.0,0.0,10.0,10,2018-06-19,2018-06-19,0,0.0,1.0,0.0,0.0
1036,2396,2,TAPE TRANSPORE SURG 1X10 YDS,10.0,0.0,10.0,10,2018-06-19,2018-06-19,0,0.0,1.0,0.0,0.0
8,2398,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,1,2018-06-21,2018-06-21,0,-9.0,0.1,0.0,0.0
8,2398,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,1,2018-06-21,2018-06-21,0,-9.0,0.1,0.0,0.0
8,2398,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,1,2018-06-21,2018-06-21,0,-9.0,0.1,0.0,0.0
8,2398,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,1,2018-06-21,2018-06-21,0,-9.0,0.1,0.0,0.0
2,2400,720461,"Office Depot(R) Brand Transparent Plastic Ruler For Binders,",1.0,0.0,1.0,1,2018-06-22,2018-06-22,0,0.0,1.0,0.0,0.0
8,2401,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-26,2018-06-26,0,0.0,1.0,0.0,0.0
8,2402,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-26,2018-06-26,0,0.0,1.0,0.0,0.0
2,2405,664011,"BIC(R) Round Stic Ballpoint Pens, Medium Point, 1.0 mm, Tran",10.0,0.0,10.0,10,2018-06-26,2018-06-26,0,0.0,1.0,0.0,0.0
5,2403,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2018-06-26,2018-06-26,0,0.0,1.0,0.0,0.0
1,2406,21,URINE AND STOOL COLLECTION PAN,10000.0,0.0,10000.0,10000,2018-06-30,2018-06-27,3,0.0,1.0,0.0,0.0
1,2406,21,URINE AND STOOL COLLECTION PAN,10000.0,0.0,10000.0,5,2018-06-30,2018-06-27,3,-9995.0,0.0005,0.0,0.0
1,2406,21,URINE AND STOOL COLLECTION PAN,10000.0,0.0,10000.0,5,2018-06-30,2018-06-27,3,-9995.0,0.0005,0.0,0.0
1,2425,23,"Glove, Surgical",10.0,0.0,10.0,10,2018-06-27,2018-06-27,0,0.0,1.0,0.0,0.0
1,2427,100,GLOVES EXAM MED PF,10.0,0.0,10.0,10,2018-06-27,2018-06-27,0,0.0,1.0,0.0,0.0
1,2427,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2018-06-27,2018-06-27,0,0.0,1.0,0.0,0.0
1,2429,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2018-06-27,2018-06-27,0,0.0,1.0,0.0,0.0
1036,2430,100,GLOVES EXAM MED PF,10.0,0.0,10.0,10,2018-06-27,2018-06-27,0,0.0,1.0,0.0,0.0
1,2432,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-07-09,2018-07-09,0,0.0,1.0,0.0,0.0
8,2433,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-07-19,2018-07-10,9,0.0,1.0,0.0,0.0
8,2434,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-07-27,2018-07-11,16,0.0,1.0,0.0,0.0
1,2439,100,GLOVES EXAM MED PF,9.0,0.0,9.0,9,2018-07-17,2018-07-17,0,0.0,1.0,0.0,0.0
2,2441,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Paper Size, 20",10.0,0.0,10.0,10,2018-07-18,2018-07-18,0,0.0,1.0,0.0,0.0
2,2441,790761,"Pilot(R) G-2(R) Retractable Gel Pens, Fine Point, 0.7 mm, Cl",1.0,0.0,1.0,1,2018-07-18,2018-07-18,0,0.0,1.0,0.0,0.0
2,2442,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Paper Size, 20",5.0,0.0,5.0,5,2018-07-25,2018-07-18,7,0.0,1.0,0.0,0.0
2,2445,323116,"Office Depot(R) Brand Stainless Steel Ruler, 12",1.0,0.0,1.0,1,2018-07-20,2018-07-20,0,0.0,1.0,0.0,0.0
1113,2444,12,"GLOVE, EXAM NITRL PF BLU MED",500.0,0.0,500.0,500,2018-08-31,2018-07-23,39,0.0,1.0,0.0,0.0
1,2446,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-07-23,2018-07-23,0,0.0,1.0,0.0,0.0
1113,2448,400,Oral immunotherapy,20.0,0.0,20.0,20,2018-08-03,2018-07-24,10,0.0,1.0,0.0,0.0
1003,2449,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-07-24,2018-07-24,0,0.0,1.0,0.0,0.0
1003,2450,70,24x24x2 Filter,2.0,0.0,2.0,1,2018-07-24,2018-07-24,0,-1.0,0.5,1.0,1.0
8,2451,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-07-27,2018-07-25,2,0.0,1.0,0.0,0.0
8,2452,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-07-31,2018-07-25,6,0.0,1.0,0.0,0.0
8,2456,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-08-03,2018-07-31,3,0.0,1.0,0.0,0.0
1,2458,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-08-01,2018-08-01,0,0.0,1.0,0.0,0.0
1,2459,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-08-01,2018-08-01,0,0.0,1.0,0.0,0.0
8,2460,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-08-31,2018-08-02,29,0.0,1.0,0.0,0.0
8,2440,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-07-18,2018-08-07,-20,0.0,1.0,0.0,0.0
8,2463,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-08-29,2018-08-07,22,0.0,1.0,0.0,0.0
2,2466,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Paper Size, 20",5.0,0.0,5.0,5,2018-08-08,2018-08-08,0,0.0,1.0,0.0,0.0
2,2465,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Paper Size, 20",5.0,0.0,5.0,5,2018-08-08,2018-08-08,0,0.0,1.0,0.0,0.0
2,2467,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Paper Size, 20",5.0,0.0,5.0,5,2018-08-08,2018-08-08,0,0.0,1.0,0.0,0.0
1029,2468,DISPLAY PANEL,DISPLAY PANEL,1.0,0.0,1.0,1,2018-08-08,2018-08-08,0,0.0,1.0,0.0,0.0
8,2436,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-07-12,2018-08-09,-28,0.0,1.0,0.0,0.0
8,2469,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-08-09,2018-08-09,0,0.0,1.0,0.0,0.0
2,2470,348037,"Office Depot(R) Brand Copy amp; Print Paper, Letter Size Pap",4.0,0.0,4.0,3,2018-08-10,2018-08-10,0,-1.0,0.75,0.0,0.0
1003,2471,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-08-10,2018-08-10,0,0.0,1.0,0.0,0.0
8,1194,78,OSS CEMENTED IM STEM 12X150,3.0,0.0,3.0,3,2018-01-22,2018-08-13,-203,0.0,1.0,3.0,1.0
8,2475,6,SURFACE ART LPS-FLEX EF 3-4 10,1.0,0.0,1.0,1,2018-08-14,2018-08-14,0,0.0,1.0,0.0,0.0
3,2476,16,XPS 15,1.0,0.0,1.0,1,2018-08-15,2018-08-15,0,0.0,1.0,0.0,0.0
8,2478,6,SURFACE ART LPS-FLEX EF 3-4 10,1.0,0.0,1.0,1,2018-08-15,2018-08-15,0,0.0,1.0,0.0,0.0
8,2481,78,OSS CEMENTED IM STEM 12X150,3.0,0.0,3.0,3,2018-08-17,2018-08-16,1,0.0,1.0,0.0,0.0
8,2483,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-08-30,2018-08-21,9,0.0,1.0,0.0,0.0
8,2484,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-08-30,2018-08-22,8,0.0,1.0,0.0,0.0
8,2481,78,OSS CEMENTED IM STEM 12X150,3.0,0.0,3.0,3,2018-08-17,2018-08-20,-3,0.0,1.0,0.0,0.0
1,2499,100,GLOVES EXAM MED PF,11.0,0.0,11.0,11,2018-08-30,2018-08-30,0,0.0,1.0,0.0,0.0
1,2500,10,SCREW BN CANC TI FT 6.5 X 30,5.0,0.0,5.0,1,2018-08-30,2018-08-30,0,-4.0,0.2,0.0,0.0
8,2503,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,1,2018-08-30,2018-08-30,0,-9.0,0.1,0.0,0.0
8,2503,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,1,2018-08-30,2018-08-30,0,-9.0,0.1,0.0,0.0
8,2505,10,SCREW BN CANC TI FT 6.5 X 30,1.0,0.0,1.0,1,2018-08-31,2018-08-31,0,0.0,1.0,0.0,0.0
1003,2507,70,24x24x2 Filter,3.0,0.0,3.0,3,2018-09-04,2018-09-04,0,0.0,1.0,0.0,0.0
8,2508,10,SCREW BN CANC TI FT 6.5 X 30,1.0,0.0,1.0,1,2018-09-05,2018-09-05,0,0.0,1.0,0.0,0.0
8,2509,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-27,2018-09-05,22,0.0,1.0,0.0,0.0
8,2517,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-06,2018-09-06,0,0.0,1.0,0.0,0.0
8,2517,31,STEM HIP FITMORE  A SIZE 7,1.0,0.0,1.0,1,2018-09-06,2018-09-06,0,0.0,1.0,0.0,0.0
1,2518,23-123,"Specialty Syringe 6g 1""",10.0,0.0,10.0,10,2018-09-07,2018-09-07,0,0.0,1.0,0.0,0.0
1,2518,23-124,"Specialty Syringe 6g 1.5""",20.0,0.0,20.0,20,2018-09-07,2018-09-07,0,0.0,1.0,0.0,0.0
